Age,Attrition,BusinessTravel,DailyRate($),Department,DistanceFromHome,Education,EducationField,EmployeeNumber#,EnvironmentSatisfaction,Gender,JobLevel,Job+Role,JobSatisfaction,MaritalStatus,MonthlyIncome($),NumCompaniesWorked#,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35,No,Travel_Rarely,802,Research & Development,10,3,Other,741,2,Male,1,Laboratory Technician,4,Divorced,3917,1,No,20,4,1,3,4,2,3,2,1,2
42,No,Travel_Rarely,265,Sales,5,2,Marketing,742,4,Male,5,Manager,3,Married,18303,6,No,13,3,0,21,3,4,1,0,0,0
50,No,Travel_Rarely,804,Research & Development,9,3,Life Sciences,743,1,Male,1,Laboratory Technician,4,Married,2380,4,No,18,3,0,8,5,3,1,0,0,0
59,No,Travel_Rarely,715,Research & Development,2,3,Life Sciences,744,3,Female,4,Manufacturing Director,4,Single,13726,3,Yes,13,3,0,30,4,3,5,3,4,3
37,Yes,Travel_Rarely,1141,Research & Development,11,2,Medical,745,1,Female,2,Healthcare Representative,2,Married,4777,5,No,15,3,0,15,2,1,1,0,0,0
55,No,Travel_Frequently,135,Research & Development,18,4,Medical,746,3,Male,2,Healthcare Representative,2,Married,6385,3,Yes,14,3,2,17,3,3,8,7,6,7
41,No,Non-Travel,247,Research & Development,7,1,Life Sciences,747,2,Female,5,Research Director,3,Divorced,19973,1,No,22,4,2,21,3,3,21,16,5,10
38,No,Travel_Rarely,1035,Sales,3,4,Life Sciences,748,2,Male,2,Sales Executive,4,Single,6861,8,Yes,12,3,0,19,1,3,1,0,0,0
26,Yes,Non-Travel,265,Sales,29,2,Medical,749,2,Male,2,Sales Executive,1,Single,4969,8,No,18,3,0,7,6,3,2,2,2,2
52,Yes,Travel_Rarely,266,Sales,2,1,Marketing,750,1,Female,5,Manager,4,Married,19845,1,No,15,3,1,33,3,3,32,14,6,9
44,No,Travel_Rarely,1448,Sales,28,3,Medical,751,4,Female,4,Sales Executive,4,Married,13320,3,Yes,18,3,1,23,2,3,12,11,11,11
50,No,Non-Travel,145,Sales,1,3,Life Sciences,752,4,Female,2,Sales Executive,3,Married,6347,0,No,12,3,1,19,3,3,18,7,0,13
36,Yes,Travel_Rarely,885,Research & Development,16,4,Life Sciences,753,3,Female,1,Laboratory Technician,1,Single,2743,1,No,16,3,0,18,1,3,17,13,15,14
39,No,Travel_Frequently,945,Research & Development,22,3,Medical,754,4,Female,3,Manufacturing Director,1,Single,10880,1,Yes,13,3,0,21,2,3,21,6,2,8
33,No,Non-Travel,1038,Sales,8,1,Life Sciences,755,2,Female,1,Sales Representative,4,Single,2342,0,No,19,3,0,3,2,2,2,2,2,2
45,No,Travel_Rarely,1234,Sales,11,2,Life Sciences,756,4,Female,4,Manager,4,Married,17650,3,No,13,3,1,26,4,4,9,3,1,1
32,No,Non-Travel,1109,Research & Development,29,4,Medical,757,4,Female,1,Laboratory Technician,3,Single,4025,9,No,12,3,,10,2,3,8,7,7,7
34,No,Travel_Rarely,216,Sales,1,4,Marketing,758,2,Male,2,Sales Executive,4,Divorced,9725,0,No,11,3,1,16,2,2,15,1,0,9
59,No,Travel_Rarely,1089,Sales,1,2,Technical Degree,759,2,Male,3,Manager,4,Married,11904,3,Yes,14,3,1,14,1,1,6,4,0,4
45,No,Travel_Rarely,788,Human Resources,24,4,Medical,760,2,Male,1,Human Resources,2,Single,2177,1,No,16,3,,6,3,3,6,3,0,4
53,No,Travel_Frequently,124,Sales,2,3,Marketing,761,3,Female,3,Sales Executive,2,Married,7525,2,No,12,3,1,30,2,3,15,7,6,12
36,Yes,Travel_Rarely,660,Research & Development,15,3,Other,762,1,Male,2,Laboratory Technician,3,Divorced,4834,7,No,14,3,1,9,3,2,1,,,0
26,Yes,Travel_Frequently,342,Research & Development,2,3,Life Sciences,763,1,Male,1,Research Scientist,1,Married,2042,6,Yes,14,3,1,6,2,3,3,2,1,2
34,No,Travel_Rarely,1333,Sales,10,4,Life Sciences,764,3,Female,1,Sales Representative,3,Married,2220,1,Yes,19,3,1,1,2,3,1,1,0,0
28,No,Travel_Rarely,1144,Sales,10,1,Medical,765,4,Male,1,Sales Representative,2,Married,1052,1,No,22,4,0,1,5,3,1,0,0,0
38,No,Travel_Frequently,1186,Research & Development,3,4,Other,766,3,Male,1,Research Scientist,3,Married,2821,3,No,16,3,1,8,2,3,2,2,2,2
50,No,Travel_Rarely,1464,Research & Development,2,4,Medical,767,2,Male,5,Research Director,3,Married,19237,2,Yes,11,3,1,29,2,2,8,1,7,7
37,No,Travel_Rarely,124,Research & Development,3,3,Other,768,4,Female,2,Healthcare Representative,2,Single,4107,3,No,15,3,0,8,3,2,4,3,0,1
40,No,Travel_Rarely,300,Sales,26,3,Marketing,769,3,Male,2,Sales Executive,1,Married,8396,1,No,14,3,1,8,3,2,7,7,7,5
26,No,Travel_Frequently,921,Research & Development,1,1,Medical,770,1,Female,1,Research Scientist,3,Divorced,2007,1,No,13,3,2,5,5,3,5,3,1,3
46,No,Travel_Rarely,430,Research & Development,1,4,Medical,771,4,Male,5,Research Director,4,Divorced,19627,9,No,17,3,2,23,0,3,2,2,2,2
54,No,Travel_Rarely,1082,Sales,2,4,Life Sciences,772,3,Female,3,Sales Executive,3,Married,10686,6,No,11,3,1,13,4,3,9,4,7,0
56,No,Travel_Frequently,1240,Research & Development,9,3,Medical,773,1,Female,1,Research Scientist,3,Married,2942,2,No,19,3,1,18,4,3,5,4,0,3
36,No,Travel_Rarely,796,Research & Development,12,5,Medical,774,4,Female,3,Manufacturing Director,4,Single,8858,0,No,11,3,0,15,2,2,14,8,7,8
55,No,Non-Travel,444,Research & Development,2,1,Medical,775,3,Male,4,Manager,1,Single,16756,7,No,15,3,0,31,3,4,9,7,6,2
43,No,Travel_Rarely,415,Sales,25,3,Medical,776,3,Male,3,Sales Executive,4,Divorced,10798,5,No,13,3,1,18,5,3,1,0,0,0
20,Yes,Travel_Frequently,769,Sales,9,3,Marketing,777,4,Female,1,Sales Representative,4,Single,2323,1,Yes,14,3,0,2,3,3,2,2,0,2
21,Yes,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,778,3,Female,1,Laboratory Technician,1,Single,1416,1,No,13,3,0,1,6,2,1,0,1,0
46,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,779,4,Female,2,Research Scientist,1,Divorced,4615,8,Yes,23,4,3,19,2,3,16,13,1,7
51,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,780,1,Male,1,Research Scientist,3,Married,2461,9,Yes,12,3,3,18,2,4,10,0,2,7
28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,781,2,Male,3,Healthcare Representative,1,Single,8722,1,No,12,3,0,10,2,2,10,7,1,9
26,No,Travel_Rarely,192,Research & Development,1,2,Medical,782,1,Male,1,Laboratory Technician,1,Married,3955,1,No,16,3,2,6,2,3,5,3,1,3
30,No,Travel_Rarely,1176,Research & Development,20,3,Other,783,3,Male,2,Manufacturing Director,1,Married,9957,0,No,15,3,1,7,1,2,6,2,0,2
41,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,784,2,Female,1,Research Scientist,3,Married,3376,1,No,13,3,0,10,3,3,10,6,0,8
38,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,785,3,Female,3,Healthcare Representative,3,Married,8823,0,No,18,3,1,20,4,2,19,9,1,9
40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,786,1,Male,3,Healthcare Representative,4,Married,10322,4,No,20,4,1,14,6,3,11,10,11,1
27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,787,1,Male,1,Laboratory Technician,3,Married,4621,1,No,19,3,3,3,4,3,3,2,1,2
55,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,788,4,Male,3,Manufacturing Director,2,Married,10976,3,No,18,3,1,23,4,3,3,2,1,2
28,No,Travel_Rarely,857,Research & Development,10,3,Other,789,3,Female,2,Research Scientist,3,Single,3660,3,No,13,3,0,10,4,4,8,7,1,7
44,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,790,2,Male,3,Human Resources,1,Married,10482,9,No,14,3,1,24,1,3,20,6,3,6
33,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,791,4,Male,3,Healthcare Representative,4,Divorced,7119,4,No,15,3,1,9,2,3,3,2,1,2
35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,792,4,Male,3,Sales Executive,1,Single,9582,,Yes,22,4,0,9,2,3,8,7,4,7
33,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,793,1,Female,2,Research Scientist,3,Single,4508,1,No,22,4,0,14,4,3,13,7,3,8
28,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,794,1,Male,1,Laboratory Technician,3,Divorced,2207,1,No,16,3,1,4,5,2,4,2,2,2
34,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,795,1,Male,2,Healthcare Representative,4,Single,7756,,No,17,3,0,7,1,2,6,2,0,4
37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,796,4,Female,2,Sales Executive,4,Divorced,6694,2,Yes,14,3,3,8,5,3,1,0,0,0
25,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,797,4,Male,1,Laboratory Technician,4,Married,3691,1,Yes,15,3,1,7,3,4,7,7,5,6
26,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,798,1,Male,1,Laboratory Technician,3,Divorced,2377,1,No,20,4,1,1,0,2,1,1,0,0
33,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,799,1,Male,1,Research Scientist,2,Single,2313,4,Yes,20,4,0,5,0,3,2,2,2,2
42,No,Travel_Rarely,469,Research & Development,2,2,Medical,800,4,Male,4,Manager,1,Married,17665,0,No,17,3,1,23,3,3,22,6,13,7
28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,801,1,Male,1,Laboratory Technician,2,Divorced,2596,1,No,15,3,2,1,2,3,1,0,0,0
50,Yes,Travel_Frequently,959,Sales,1,4,Other,802,4,Male,2,Sales Executive,3,Single,4728,3,Yes,14,3,0,5,4,3,0,0,0,0
33,No,Travel_Frequently,970,Sales,7,3,Life Sciences,803,4,Female,2,Sales Executive,2,Married,4302,0,No,17,3,1,4,3,3,3,2,0,2
34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,804,3,Male,1,Research Scientist,4,Married,2979,3,No,17,3,3,6,2,3,0,0,0,0
48,No,Non-Travel,1262,Research & Development,1,4,Medical,805,1,Male,4,Manager,4,Single,16885,2,No,22,4,0,27,3,2,5,4,2,1
45,No,Non-Travel,1050,Sales,9,4,Life Sciences,806,2,Female,2,Sales Executive,3,Married,5593,1,No,13,3,1,15,2,3,15,10,4,12
52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,807,2,Male,3,Healthcare Representative,2,Single,10445,7,No,19,3,0,18,4,3,8,6,4,0
38,No,Travel_Rarely,770,Sales,10,4,Marketing,808,3,Male,3,Sales Executive,3,Divorced,8740,0,Yes,14,3,2,9,2,3,8,7,2,7
29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,809,3,Female,1,Research Scientist,4,Divorced,2514,4,No,22,4,1,11,1,3,7,5,1,7
28,No,Travel_Rarely,950,Research & Development,3,3,Medical,810,4,Female,3,Manufacturing Director,2,Divorced,7655,0,No,17,3,3,10,3,2,9,7,1,7
46,No,Travel_Rarely,406,Sales,3,1,Marketing,811,1,Male,4,Manager,3,Married,17465,3,No,12,3,1,23,3,3,12,9,4,9
38,No,Travel_Rarely,130,Sales,2,2,Marketing,812,4,Male,3,Sales Executive,2,Single,7351,7,No,16,3,0,10,2,3,1,0,0,0
43,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,813,3,Female,3,Manufacturing Director,1,Married,10820,8,No,11,3,1,18,1,3,8,7,0,1
39,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,814,1,Male,4,Healthcare Representative,4,Divorced,12169,7,No,11,3,3,21,4,3,18,7,11,5
40,No,Travel_Rarely,1308,Research & Development,14,3,Medical,815,3,Male,5,Research Director,3,Single,19626,1,No,14,3,0,21,2,4,20,7,4,9
21,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,816,4,Female,1,Research Scientist,2,Single,2070,1,Yes,11,3,0,2,6,4,2,2,2,2
39,No,Non-Travel,439,Research & Development,9,3,Life Sciences,817,3,Male,2,Laboratory Technician,2,Single,6782,9,No,15,3,0,9,2,2,5,4,0,3
36,No,Non-Travel,217,Research & Development,18,4,Life Sciences,818,1,Male,2,Manufacturing Director,4,Single,7779,2,No,20,4,0,18,0,3,11,9,0,9
31,No,Travel_Frequently,793,Sales,20,3,Life Sciences,819,3,Male,1,Sales Representative,4,Married,2791,0,No,12,3,1,3,4,3,2,2,2,2
28,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,820,1,Male,1,Research Scientist,2,Married,3201,0,No,17,3,0,6,2,1,5,3,0,4
35,No,Travel_Frequently,1182,Sales,11,2,Marketing,821,4,Male,2,Sales Executive,4,Divorced,4968,1,No,11,3,1,5,3,3,5,2,0,2
49,No,Travel_Rarely,174,Sales,8,4,Technical Degree,822,4,Male,4,Sales Executive,2,Married,13120,6,No,17,3,1,22,3,3,9,8,2,3
34,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,823,4,Male,2,Manufacturing Director,3,Single,4033,2,No,11,3,0,5,3,2,3,2,0,2
29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,824,4,Female,1,Research Scientist,2,Divorced,3291,0,No,14,3,2,8,2,2,7,5,1,1
42,No,Travel_Rarely,188,Research & Development,29,3,Medical,825,2,Male,2,Laboratory Technician,4,Single,4272,4,No,19,3,0,16,3,3,1,0,0,0
29,No,Travel_Rarely,718,Research & Development,8,1,Medical,826,2,Male,2,Manufacturing Director,4,Married,5056,1,Yes,15,3,1,10,2,2,10,7,1,2
38,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,827,3,Male,1,Human Resources,3,Married,2844,1,No,13,3,1,7,2,4,7,6,5,0
28,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,828,3,Male,1,Research Scientist,3,Divorced,2703,1,Yes,14,3,1,3,2,3,3,1,0,2
18,Yes,Non-Travel,247,Research & Development,8,1,Medical,829,3,Male,1,Laboratory Technician,3,Single,1904,1,No,12,3,0,0,0,3,0,0,0,0
33,Yes,Travel_Rarely,603,Sales,9,4,Marketing,830,1,Female,2,Sales Executive,1,Single,8224,0,Yes,17,3,0,6,3,3,5,2,0,3
41,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,831,2,Male,1,Laboratory Technician,4,Married,4766,3,Yes,11,3,1,6,4,3,1,0,0,0
31,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,832,3,Male,1,Laboratory Technician,3,Married,2610,1,No,12,3,1,2,5,2,2,2,2,2
37,No,Travel_Rarely,367,Research & Development,25,2,Medical,833,3,Female,2,Healthcare Representative,4,Divorced,5731,7,No,13,3,2,9,2,3,6,2,1,3
27,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,834,4,Male,1,Research Scientist,3,Married,2539,1,No,13,3,1,4,0,3,4,2,2,2
34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,835,2,Female,2,Sales Executive,3,Married,5714,1,No,20,4,0,6,3,2,6,5,1,3
35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,836,3,Male,1,Human Resources,3,Single,4323,1,No,17,3,0,6,2,1,5,4,1,4
29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,837,4,Female,3,Sales Executive,1,Married,7336,1,No,13,3,1,11,3,1,11,8,3,10
40,No,Travel_Frequently,593,Research & Development,9,4,Medical,838,2,Female,3,Research Director,3,Single,13499,9,No,17,3,0,20,3,2,18,7,2,13
42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,839,3,Male,4,Sales Executive,1,Single,13758,0,Yes,12,3,0,22,2,2,21,9,13,14
42,No,Travel_Rarely,647,Sales,4,4,Marketing,840,2,Male,2,Sales Executive,1,Single,5155,7,No,13,3,0,9,3,4,6,4,1,5
35,No,Travel_Rarely,982,Research & Development,1,4,Medical,841,4,Male,1,Laboratory Technician,3,Married,2258,6,No,12,3,1,10,2,3,8,0,1,7
24,No,Travel_Rarely,477,Research & Development,24,3,Medical,842,4,Male,1,Laboratory Technician,2,Single,3597,8,No,22,4,0,6,2,3,4,3,1,2
28,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,843,3,Female,1,Laboratory Technician,4,Married,2515,1,Yes,11,3,0,1,4,2,1,1,0,0
26,No,Travel_Rarely,1384,Research & Development,3,4,Medical,844,1,Male,1,Laboratory Technician,4,Married,4420,1,No,22,4,1,8,2,3,8,7,0,7
30,No,Travel_Rarely,852,Sales,10,3,Marketing,845,3,Male,2,Sales Executive,3,Married,6578,1,No,18,3,1,10,3,3,10,3,1,4
40,No,Travel_Frequently,902,Research & Development,26,2,Medical,846,3,Female,2,Research Scientist,4,Married,4422,3,Yes,13,3,1,16,3,1,1,1,0,0
35,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,847,3,Male,3,Manufacturing Director,2,Divorced,10274,2,No,18,3,1,15,2,4,7,7,6,4
34,No,Travel_Frequently,669,Research & Development,1,3,Medical,848,4,Male,2,Healthcare Representative,1,Single,5343,0,No,20,4,0,14,3,3,13,9,4,9
35,No,Travel_Frequently,636,Research & Development,4,4,Other,849,4,Male,1,Laboratory Technician,4,Married,2376,1,No,13,3,1,2,2,4,2,2,2,2
43,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,850,1,Female,2,Sales Executive,3,Single,5346,8,No,13,3,0,7,2,2,4,3,1,3
32,No,Non-Travel,862,Sales,2,1,Life Sciences,851,3,Female,1,Sales Representative,1,Divorced,2827,1,No,12,3,3,1,3,3,1,0,0,0
56,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,852,4,Female,5,Manager,1,Divorced,19943,4,No,13,3,1,28,2,3,5,2,4,2
29,No,Travel_Rarely,1401,Research & Development,6,1,Medical,853,2,Female,1,Laboratory Technician,4,Married,3131,1,No,13,3,1,10,5,3,10,8,0,8
19,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,854,3,Male,1,Research Scientist,1,Single,2552,1,No,25,4,0,1,4,3,1,1,0,0
45,No,Travel_Rarely,1457,Research & Development,7,3,Medical,855,1,Female,1,Research Scientist,3,Married,4477,4,Yes,19,3,1,7,2,2,3,2,0,2
37,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,856,4,Female,2,Manufacturing Director,4,Married,6474,1,No,13,3,1,14,2,2,14,8,3,11
20,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,857,1,Male,1,Laboratory Technician,3,Single,3033,1,No,12,3,0,2,2,2,2,2,1,2
44,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,858,3,Male,1,Research Scientist,3,Single,2936,1,Yes,11,3,0,6,4,3,6,4,0,2
53,No,Travel_Rarely,1223,Research & Development,7,2,Medical,859,4,Female,5,Manager,3,Divorced,18606,3,No,18,3,1,26,6,3,7,7,4,7
29,No,Travel_Rarely,942,Research & Development,15,1,Life Sciences,860,2,Female,1,Research Scientist,4,Married,2168,0,Yes,18,3,1,6,2,2,5,4,1,3
22,Yes,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,861,3,Male,1,Research Scientist,4,Married,2853,0,Yes,11,3,1,1,5,3,0,0,0,0
46,No,Travel_Rarely,1402,Sales,2,3,Marketing,862,3,Female,4,Manager,1,Married,17048,8,No,23,4,0,28,2,3,26,15,15,9
44,No,Non-Travel,111,Research & Development,17,3,Life Sciences,863,4,Male,1,Research Scientist,3,Single,2290,2,No,13,3,0,6,3,3,0,0,0,0
33,No,Travel_Rarely,147,Human Resources,2,3,Human Resources,864,2,Male,1,Human Resources,3,Married,3600,1,No,13,3,1,5,2,3,5,4,1,4
41,Yes,Non-Travel,906,Research & Development,5,2,Life Sciences,865,1,Male,1,Research Scientist,1,Divorced,2107,6,No,17,3,1,5,2,1,1,0,0,0
30,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,866,3,Male,2,Sales Executive,1,Divorced,4115,8,No,19,3,3,8,3,3,4,3,0,3
40,No,Travel_Frequently,1184,Sales,2,4,Medical,867,2,Male,2,Sales Executive,2,Married,4327,5,No,12,3,3,5,2,3,0,0,0,0
50,No,Travel_Frequently,1421,Research & Development,2,3,Medical,868,4,Female,4,Manager,1,Married,17856,2,No,22,4,1,32,3,3,2,2,2,2
28,No,Travel_Rarely,1179,Research & Development,19,4,Medical,869,4,Male,1,Laboratory Technician,1,Married,3196,1,No,12,3,3,6,2,3,6,5,3,3
46,No,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,870,4,Male,5,Research Director,2,Married,19081,5,No,11,3,1,25,2,3,4,2,0,3
35,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,871,3,Male,2,Sales Executive,1,Married,8966,3,Yes,15,3,3,15,2,3,7,7,1,7
24,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,872,4,Female,1,Laboratory Technician,2,Married,2210,1,No,13,3,1,1,3,1,1,0,0,0
33,No,Travel_Frequently,1146,Sales,25,3,Medical,873,2,Female,2,Sales Executive,3,Married,4539,1,No,12,3,1,10,3,2,10,7,0,1
36,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,874,3,Male,1,Laboratory Technician,3,Divorced,2741,1,No,14,3,1,7,4,3,7,7,1,7
30,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,875,3,Male,2,Laboratory Technician,3,Divorced,3491,1,No,13,3,3,10,4,2,10,7,8,9
44,No,Travel_Rarely,200,Research & Development,29,4,Other,876,4,Male,2,Research Scientist,4,Single,4541,1,No,25,4,0,20,3,3,20,11,13,17
20,No,Travel_Rarely,654,Sales,21,3,Marketing,877,3,Male,1,Sales Representative,4,Single,2678,1,No,17,3,0,2,2,3,2,1,2,2
46,No,Travel_Rarely,150,Research & Development,2,4,Technical Degree,878,4,Male,2,Manufacturing Director,4,Divorced,7379,2,No,11,3,1,12,3,2,6,3,1,4
42,No,Non-Travel,179,Human Resources,2,5,Medical,879,4,Male,2,Human Resources,1,Married,6272,7,No,16,3,1,10,3,4,4,3,0,3
60,No,Travel_Rarely,696,Sales,7,4,Marketing,880,2,Male,2,Sales Executive,4,Divorced,5220,0,Yes,18,3,1,12,3,3,11,7,1,9
32,No,Travel_Frequently,116,Research & Development,13,3,Other,881,3,Female,1,Laboratory Technician,2,Married,2743,1,No,20,4,1,2,2,3,2,2,2,2
32,No,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,882,4,Female,2,Research Scientist,3,Single,4998,4,Yes,14,3,0,10,2,3,8,7,0,7
36,No,Travel_Rarely,363,Research & Development,1,3,Technical Degree,883,3,Female,3,Manufacturing Director,1,Divorced,10252,2,Yes,21,4,1,17,2,3,7,7,7,7
33,No,Travel_Rarely,117,Research & Development,9,3,Medical,884,1,Male,1,Research Scientist,4,Married,2781,0,No,13,3,1,15,5,3,14,10,4,10
40,No,Travel_Rarely,107,Sales,10,3,Technical Degree,885,2,Female,2,Sales Executive,2,Divorced,6852,7,No,12,3,1,7,2,4,5,1,1,3
25,No,Travel_Rarely,1356,Sales,10,4,Life Sciences,886,3,Male,2,Sales Executive,4,Single,4950,0,No,14,3,0,5,4,3,4,3,1,1
30,No,Travel_Rarely,1465,Research & Development,1,3,Medical,887,4,Male,1,Research Scientist,2,Married,3579,0,Yes,21,4,1,12,2,3,11,9,5,7
42,No,Travel_Frequently,458,Research & Development,26,5,Medical,888,1,Female,3,Research Director,1,Married,13191,3,Yes,17,3,0,20,6,3,1,0,0,0
35,No,Non-Travel,1212,Sales,8,2,Marketing,889,3,Female,3,Sales Executive,4,Married,10377,4,Yes,11,3,1,16,6,2,13,2,4,12
27,No,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,890,1,Male,1,Research Scientist,1,Married,2235,1,Yes,14,3,2,9,3,2,9,7,6,8
54,No,Travel_Frequently,966,Research & Development,1,4,Life Sciences,891,4,Female,3,Manufacturing Director,3,Divorced,10502,7,No,17,3,1,33,2,1,5,4,1,4
44,No,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,892,1,Female,1,Research Scientist,4,Married,2011,1,No,13,3,1,10,5,3,10,5,7,7
19,Yes,Non-Travel,504,Research & Development,10,3,Medical,893,1,Female,1,Research Scientist,2,Single,1859,1,Yes,25,4,0,1,2,4,1,1,0,0
29,No,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,894,1,Female,1,Research Scientist,4,Divorced,3760,1,No,15,3,3,3,5,3,3,2,1,2
54,No,Travel_Rarely,685,Research & Development,3,3,Life Sciences,895,4,Male,4,Research Director,4,Married,17779,3,No,14,3,0,36,2,3,10,9,0,9
31,No,Travel_Rarely,1332,Research & Development,11,2,Medical,896,3,Male,2,Healthcare Representative,1,Married,6833,1,Yes,12,3,0,6,2,2,6,5,0,1
31,No,Travel_Rarely,1062,Research & Development,24,3,Medical,897,3,Female,2,Healthcare Representative,1,Single,6812,1,No,19,3,0,10,2,3,10,9,1,8
59,No,Travel_Rarely,326,Sales,3,3,Life Sciences,898,3,Female,2,Sales Executive,4,Single,5171,5,No,17,3,0,13,2,3,6,1,0,5
43,No,Travel_Rarely,920,Research & Development,3,3,Life Sciences,899,3,Male,5,Research Director,4,Married,19740,3,No,14,3,1,25,2,3,8,7,0,7
49,No,Travel_Rarely,1098,Research & Development,4,2,Medical,900,1,Male,5,Manager,3,Married,18711,2,No,13,3,1,23,2,4,1,0,0,0
36,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,901,3,Male,1,Research Scientist,2,Married,3692,1,No,12,3,0,12,2,2,11,10,0,7
48,No,Travel_Rarely,969,Research & Development,2,2,Technical Degree,902,4,Male,1,Laboratory Technician,2,Single,2559,5,No,11,3,0,7,4,2,1,0,0,0
27,No,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,903,1,Male,1,Research Scientist,3,Divorced,2517,1,No,11,3,3,5,2,3,5,3,0,3
29,No,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,904,3,Male,2,Healthcare Representative,4,Divorced,6623,1,Yes,11,3,2,6,2,3,6,0,1,0
48,No,Travel_Rarely,715,Research & Development,1,3,Life Sciences,905,4,Male,5,Research Director,4,Single,18265,6,No,12,3,0,25,3,4,1,0,0,0
